ticker,name,compositeFIGI,marketSector,securityType,securityDescription,exchangeCode,shareClassFIGI,sector,industryGroup,industry
AMGN,AMGEN INC,BBG000BBS2Y0,Equity,Common Stock,AMGN,N/A,BBG001S5NNL6,N/A,N/A,N/A
AMP,AMERIPRISE FINANCIAL INC,BBG000G3QLY3,Equity,Common Stock,AMP,N/A,BBG001SK6096,N/A,N/A,N/A
AMT,AMERICAN TOWER CORP,BBG000B9XYV2,Equity,REIT,AMT,N/A,BBG001S5NPQ6,N/A,N/A,N/A
AMZN,AMAZON.COM INC,BBG000BVPV84,Equity,Common Stock,AMZN,N/A,BBG001S5PQL7,N/A,N/A,N/A
AN,AUTONATION INC,BBG000BBXLW4,Equity,Common Stock,AN,N/A,BBG001S5NQB0,N/A,N/A,N/A
ANDV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ANDW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ANET,ARISTA NETWORKS INC,BBG000N2HDY5,Equity,Common Stock,ANET,N/A,BBG001T51KQ0,N/A,N/A,N/A
ANF,ABERCROMBIE & FITCH CO-CL A,BBG000H9G7X2,Equity,Common Stock,ANF,N/A,BBG001S97027,N/A,N/A,N/A
ANRZQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ANSS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ANTM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AON,AON PLC-CLASS A,BBG00SSQFPK6,Equity,Common Stock,AON,N/A,BBG00SSQFPR9,N/A,N/A,N/A
AOS,SMITH (A.O.) CORP,BBG000BC1L02,Equity,Common Stock,AOS,N/A,BBG001S5NRY3,N/A,N/A,N/A
APA,APA CORP,BBG00YTS96G2,Equity,Common Stock,APA,N/A,BBG00YTS96H1,N/A,N/A,N/A
APC,ARKO PETROLEUM CORP,BBG01Z6HN5H2,Equity,Common Stock,APC,N/A,BBG01Z6HN6H0,N/A,N/A,N/A
APD,AIR PRODUCTS & CHEMICALS INC,BBG000BC4JJ4,Equity,Common Stock,APD,N/A,BBG001S5NSB6,N/A,N/A,N/A
APH,AMPHENOL CORP-CL A,BBG000B9YJ35,Equity,Common Stock,APH,N/A,BBG001S5NSK6,N/A,N/A,N/A
APOL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APTV,APTIV PLC,BBG01R914LT5,Equity,Common Stock,APTV,N/A,BBG01R914M77,N/A,N/A,N/A
APY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ARB,ALTSHARES MERGER ARBITRAGE,BBG00S7NVQL5,Equity,ETP,ARB,N/A,BBG00S7NVRB4,N/A,N/A,N/A
ARE,ALEXANDRIA REAL ESTATE EQUIT,BBG000BC33T9,Equity,REIT,ARE,N/A,BBG001S6CPH6,N/A,N/A,N/A
ARG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ARNC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AS,AMER SPORTS INC,BBG01KWR26Q5,Equity,Common Stock,AS,N/A,BBG01KWR27K9,N/A,N/A,N/A
ASH,ASHLAND INC,BBG00D0Y81M1,Equity,Common Stock,ASH,N/A,BBG00D0Y81N0,N/A,N/A,N/A
ASIX,ADVANSIX INC,BBG00CWTTQ41,Equity,Common Stock,ASIX,N/A,BBG00CWTTQ32,N/A,N/A,N/A
ATGE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATI,ATI INC,BBG000LC1FS4,Equity,Common Stock,ATI,N/A,BBG001S8WY72,N/A,N/A,N/A
ATO,ATMOS ENERGY CORP,BBG000BRNGM2,Equity,Common Stock,ATO,N/A,BBG001S5VG05,N/A,N/A,N/A
ATVI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AVATQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AVB,AVALONBAY COMMUNITIES INC,BBG000BLPBL5,Equity,REIT,AVB,N/A,BBG001S7J2H8,N/A,N/A,N/A
AVGO,BROADCOM INC,BBG00KHY5S69,Equity,Common Stock,AVGO,N/A,BBG00KHY5SY8,N/A,N/A,N/A
AVP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AVY,AVERY DENNISON CORP,BBG000BCQ4P6,Equity,Common Stock,AVY,N/A,BBG001S5NZM8,N/A,N/A,N/A
AW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AWE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AWK,AMERICAN WATER WORKS CO INC,BBG000TRJ294,Equity,Common Stock,AWK,N/A,BBG001SPHYW3,N/A,N/A,N/A
AXP,AMERICAN EXPRESS CO,BBG000BCQZS4,Equity,Common Stock,AXP,N/A,BBG001S5P034,N/A,N/A,N/A
AYE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AYI,ACUITY INC,BBG000BJ5HK0,Equity,Common Stock,AYI,N/A,BBG001SBG656,N/A,N/A,N/A
AZA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AZO,AUTOZONE INC,BBG000C7LMS8,Equity,Common Stock,AZO,N/A,BBG001S6Q5D9,N/A,N/A,N/A
BA,BOEING CO/THE,BBG000BCSST7,Equity,Common Stock,BA,N/A,BBG001S5P0V3,N/A,N/A,N/A
BAC,BANK OF AMERICA CORP,BBG000BCTLF6,Equity,Common Stock,BAC,N/A,BBG001S5P0Y0,N/A,N/A,N/A
BAX,BAXTER INTERNATIONAL INC,BBG000BCVJ77,Equity,Common Stock,BAX,N/A,BBG001S5P1K3,N/A,N/A,N/A
BBBY,BED BATH & BEYOND INC,BBG000BF7BV7,Equity,Common Stock,BBBY,N/A,BBG001S64TS5,N/A,N/A,N/A
BBT,BEACON FINANCIAL CORP,BBG000BB00D7,Equity,Common Stock,BBT,N/A,BBG001S5PSK4,N/A,N/A,N/A
BBY,BEST BUY CO INC,BBG000BCWCG1,Equity,Common Stock,BBY,N/A,BBG001S5P285,N/A,N/A,N/A
BC,BRUNSWICK CORP,BBG000BCWSS3,Equity,Common Stock,BC,N/A,BBG001S5P294,N/A,N/A,N/A
BCO,BRINK'S CO/THE,BBG000DR5QP5,Equity,Common Stock,BCO,N/A,BBG001S8PZK2,N/A,N/A,N/A
BCR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BDK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BDX,BECTON DICKINSON AND CO,BBG000BCZYD3,Equity,Common Stock,BDX,N/A,BBG001S5P374,N/A,N/A,N/A
BEAM,BEAM THERAPEUTICS INC,BBG00KXC8646,Equity,Common Stock,BEAM,N/A,BBG00KXC8655,N/A,N/A,N/A
BEN,FRANKLIN RESOURCES INC,BBG000BD0TF8,Equity,Common Stock,BEN,N/A,BBG001S5P3W6,N/A,N/A,N/A
BF/B,BROWN-FORMAN CORP-CLASS B,BBG000BD2NY8,Equity,Common Stock,BF/B,N/A,BBG001S5P4H1,N/A,N/A,N/A
BGEN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BGG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BHF,BRIGHTHOUSE FINANCIAL INC,BBG00DYPZ4T0,Equity,Common Stock,BHF,N/A,BBG00DYPZ4V7,N/A,N/A,N/A
BHGE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BHI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BHMSQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BIG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BIIB,BIOGEN INC,BBG000C17X76,Equity,Common Stock,BIIB,N/A,BBG001S67826,N/A,N/A,N/A
BIVV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BK,BANK OF NEW YORK MELLON CORP,BBG000BD8PN9,Equity,Common Stock,BK,N/A,BBG001S5P6Q6,N/A,N/A,N/A
BKB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BKNG,BOOKING HOLDINGS INC,BBG000BLBVN4,Equity,Common Stock,BKNG,N/A,BBG001S89N72,N/A,N/A,N/A
BLK,BLACKROCK INC,BBG01PSW2WN4,Equity,Common Stock,BLK,N/A,BBG01PSW2WR0,N/A,N/A,N/A
BLL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BMC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BMG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BMS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BMY,BRISTOL-MYERS SQUIBB CO,BBG000DQLV23,Equity,Common Stock,BMY,N/A,BBG001S8N8J6,N/A,N/A,N/A
BNI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BOL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BR,BROADRIDGE FINANCIAL SOLUTIO,BBG000PPFKQ7,Equity,Common Stock,BR,N/A,BBG001SR7MB9,N/A,N/A,N/A
BRCM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BRK/B,BERKSHIRE HATHAWAY INC-CL B,BBG000DWG505,Equity,Common Stock,BRK/B,N/A,BBG001S90346,N/A,N/A,N/A
BRL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BSET,BASSETT FURNITURE INDS,BBG000BDRR63,Equity,Common Stock,BSET,N/A,BBG001S5PDC6,N/A,N/A,N/A
BSX,BOSTON SCIENTIFIC CORP,BBG000C0LW92,Equity,Common Stock,BSX,N/A,BBG001S63L94,N/A,N/A,N/A
BTUUQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BVSN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BWA,BORGWARNER INC,BBG000BJ49H3,Equity,Common Stock,BWA,N/A,BBG001S7F4D2,N/A,N/A,N/A
BXLT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BXP,BXP INC,BBG000BS5CM9,Equity,REIT,BXP,N/A,BBG001S9TWV1,N/A,N/A,N/A
C,CITIGROUP INC,BBG000FY4S11,Equity,Common Stock,C,N/A,BBG001S72ZG4,N/A,N/A,N/A
CA,XTRACKERS CA MUNI BOND ETF,BBG01KC51RB6,Equity,ETP,CA,N/A,BBG01KC51S51,N/A,N/A,N/A
CAG,CONAGRA BRANDS INC,BBG000BDXGP9,Equity,Common Stock,CAG,N/A,BBG001S5PGY5,N/A,N/A,N/A
CAH,CARDINAL HEALTH INC,BBG000D898T9,Equity,Common Stock,CAH,N/A,BBG001S7PC34,N/A,N/A,N/A
CAL,CALERES INC,BBG000CYSFS7,Equity,Common Stock,CAL,N/A,BBG001S76YV6,N/A,N/A,N/A
CAM,AB CALIFORNIA INTER MUNI ETF,BBG01XHF5KW9,Equity,ETP,CAM,N/A,BBG01XHF5LV8,N/A,N/A,N/A
CAR,AVIS BUDGET GROUP INC,BBG000FLPRH1,Equity,Common Stock,CAR,N/A,BBG001S8S6R6,N/A,N/A,N/A
CARS,CARS.COM INC,BBG000HGTH33,Equity,Common Stock,CARS,N/A,BBG001SP6HB5,N/A,N/A,N/A
CAT,CATERPILLAR INC,BBG000BF0K17,Equity,Common Stock,CAT,N/A,BBG001S5PJ06,N/A,N/A,N/A
CB,CHUBB LTD,BBG000BR14K5,Equity,Common Stock,CB,N/A,BBG001S8S1L3,N/A,N/A,N/A
CBE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CBOE,CBOE GLOBAL MARKETS INC,BBG000QH56C1,Equity,Common Stock,CBOE,N/A,BBG001T71BP7,N/A,N/A,N/A
CBRE,CBRE GROUP INC - A,BBG000C04224,Equity,Common Stock,CBRE,N/A,BBG001SC2D27,N/A,N/A,N/A
CBS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CCI,CROWN CASTLE INC,BBG000FV1Z23,Equity,REIT,CCI,N/A,BBG001S7W5T3,N/A,N/A,N/A
CCK,CROWN HOLDINGS INC,BBG000BF6756,Equity,Common Stock,CCK,N/A,BBG001S5PKZ5,N/A,N/A,N/A
CCL,CARNIVAL CORP,BBG000BF6LY3,Equity,Common Stock,CCL,N/A,BBG001S5PL01,N/A,N/A,N/A
CCTYQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CDNS,CADENCE DESIGN SYS INC,BBG000C13CD9,Equity,Common Stock,CDNS,N/A,BBG001S65YK1,N/A,N/A,N/A
CE,CELANESE CORP,BBG000JYP7L8,Equity,Common Stock,CE,N/A,BBG001SJDDG5,N/A,N/A,N/A
CEG,CONSTELLATION ENERGY,BBG014KFRNP7,Equity,Common Stock,CEG,N/A,BBG014KFRPJ9,N/A,N/A,N/A
CELG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CEPH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CERN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CF,CF INDUSTRIES HOLDINGS INC,BBG000BWJFZ4,Equity,Common Stock,CF,N/A,BBG001SJ8KV8,N/A,N/A,N/A
CFC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CFG,CITIZENS FINANCIAL GROUP,BBG006Q0HY77,Equity,Common Stock,CFG,N/A,BBG006Q0HZT0,N/A,N/A,N/A
CFN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CGP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHD,CHURCH & DWIGHT CO INC,BBG000BFJT36,Equity,Common Stock,CHD,N/A,BBG001S5PR99,N/A,N/A,N/A
CHIR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHRW,C.H. ROBINSON WORLDWIDE INC,BBG000BTCH57,Equity,Common Stock,CHRW,N/A,BBG001SB6KF5,N/A,N/A,N/A
CHTR,CHARTER COMMUNICATIONS INC-A,BBG000VPGNR2,Equity,Common Stock,CHTR,N/A,BBG001T3TDG2,N/A,N/A,N/A
CI,THE CIGNA GROUP,BBG00KXRCDP0,Equity,Common Stock,CI,N/A,BBG00KXRCDQ9,N/A,N/A,N/A
CIEN,CIENA CORP,BBG000BP1152,Equity,Common Stock,CIEN,N/A,BBG001S61J73,N/A,N/A,N/A
CIN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CINF,CINCINNATI FINANCIAL CORP,BBG000BFPK65,Equity,Common Stock,CINF,N/A,BBG001S5PTM0,N/A,N/A,N/A
CINL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CITGQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CKL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CL,COLGATE-PALMOLIVE CO,BBG000BFQYY3,Equity,Common Stock,CL,N/A,BBG001S5PVM5,N/A,N/A,N/A
CLF,CLEVELAND-CLIFFS INC,BBG000BFRF55,Equity,Common Stock,CLF,N/A,BBG001S5PW43,N/A,N/A,N/A
CLX,CLOROX COMPANY,BBG000BFS7D3,Equity,Common Stock,CLX,N/A,BBG001S5PX50,N/A,N/A,N/A
CMA,COMERICA INC,BBG000C75N77,Equity,Common Stock,CMA,N/A,BBG001S6PXB1,N/A,N/A,N/A
CMCSA,COMCAST CORP-CLASS A,BBG000BFT2L4,Equity,Common Stock,CMCSA,N/A,BBG001S5PXL2,N/A,N/A,N/A
CMCSK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CME,CME GROUP INC,BBG000BHLYP4,Equity,Common Stock,CME,N/A,BBG001S86547,N/A,N/A,N/A
CMG,CHIPOTLE MEXICAN GRILL INC,BBG000QX74T1,Equity,Common Stock,CMG,N/A,BBG001SP50B3,N/A,N/A,N/A
CMI,CUMMINS INC,BBG000BGPTV6,Equity,Common Stock,CMI,N/A,BBG001S5Q9M3,N/A,N/A,N/A
CMS,CMS ENERGY CORP,BBG000BFVXX0,Equity,Common Stock,CMS,N/A,BBG001S5PYJ3,N/A,N/A,N/A
CMVT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNA,CNA FINANCIAL CORP,BBG000BFYB47,Equity,Common Stock,CNA,N/A,BBG001S5PYX7,N/A,N/A,N/A
CNC,CENTENE CORP,BBG000BDXCJ5,Equity,Common Stock,CNC,N/A,BBG001S6T7Q8,N/A,N/A,N/A
CNCEQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNDT,CONDUENT INC,BBG00C1BZMT9,Equity,Common Stock,CNDT,N/A,BBG00C1BZMV6,N/A,N/A,N/A
CNP,CENTERPOINT ENERGY INC,BBG000FDBX90,Equity,Common Stock,CNP,N/A,BBG001SB10S0,N/A,N/A,N/A
CNRG,SS SPDR S&P KENSHO CLP ETF,BBG00M9BL8C3,Equity,ETP,CNRG,N/A,BBG00M9BL931,N/A,N/A,N/A
CNW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNX,CNX RESOURCES CORP,BBG000CKVSG8,Equity,Common Stock,CNX,N/A,BBG001SC7TN4,N/A,N/A,N/A
COC,COR3 & CO HOLDINGS LTD,BBG01K8HQGT3,Equity,Common Stock,COC,N/A,BBG01K8HQHN7,N/A,N/A,N/A
COF,CAPITAL ONE FINANCIAL CORP,BBG000BGKTF9,Equity,Common Stock,COF,N/A,BBG001S65PV8,N/A,N/A,N/A
COG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMS,COMSOVEREIGN HOLDING CORP,BBG000BF33J3,Equity,Common Stock,COMS,N/A,BBG001SF1626,N/A,N/A,N/A
COO,COOPER COS INC/THE,BBG000BG3445,Equity,Common Stock,COO,N/A,BBG001S5Q1H6,N/A,N/A,N/A
COP,CONOCOPHILLIPS,BBG000BQQH30,Equity,Common Stock,COP,N/A,BBG001S5TZM2,N/A,N/A,N/A
COST,COSTCO WHOLESALE CORP,BBG000F6H8W8,Equity,Common Stock,COST,N/A,BBG001S9KRQ7,N/A,N/A,N/A
COTY,COTY INC-CL A,BBG000F395V1,Equity,Common Stock,COTY,N/A,BBG001S8GLM1,N/A,N/A,N/A
COV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPB,THE CAMPBELL'S COMPANY,BBG000BG4202,Equity,Common Stock,CPB,N/A,BBG001S5Q2B0,N/A,N/A,N/A
CPGX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPNLQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPRI,CAPRI HOLDINGS LTD,BBG0029SNR63,Equity,Common Stock,CPRI,N/A,BBG0029SNS07,N/A,N/A,N/A
CPRT,COPART INC,BBG000BM9RH1,Equity,Common Stock,CPRT,N/A,BBG001S7MTB1,N/A,N/A,N/A
CR,CRANE CO,BBG016G0L0Q5,Equity,Common Stock,CR,N/A,BBG016G0L0V9,N/A,N/A,N/A
CRM,SALESFORCE INC,BBG000BN2DC2,Equity,Common Stock,CRM,N/A,BBG001SDLP09,N/A,N/A,N/A
CSC,CSC COLLECTIVE HOLDINGS LTD,BBG01XHFMZB0,Equity,Common Stock,CSC,N/A,BBG01XHFMZC9,N/A,N/A,N/A
CSCO,CISCO SYSTEMS INC,BBG000C3J3C9,Equity,Common Stock,CSCO,N/A,BBG001S6HC62,N/A,N/A,N/A
CSRA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CSX,CSX CORP,BBG000BGJRC8,Equity,Common Stock,CSX,N/A,BBG001S5Q7Q3,N/A,N/A,N/A
CTAS,CINTAS CORP,BBG000H3YXF8,Equity,Common Stock,CTAS,N/A,BBG001S7CRG1,N/A,N/A,N/A
CTB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CTL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CTSH,COGNIZANT TECH SOLUTIONS-A,BBG000BBDV81,Equity,Common Stock,CTSH,N/A,BBG001S5STN6,N/A,N/A,N/A
CTVA,CORTEVA INC,BBG00BN969C1,Equity,Common Stock,CTVA,N/A,BBG00BN969D0,N/A,N/A,N/A
CTXS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CVC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CVET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CVG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CVGYQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CVH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CVS,CVS HEALTH CORP,BBG000BGRY34,Equity,Common Stock,CVS,N/A,BBG001S5QBD8,N/A,N/A,N/A
CVX,CHEVRON CORP,BBG000K4ND22,Equity,Common Stock,CVX,N/A,BBG001S67ZC5,N/A,N/A,N/A
CXO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D,DOMINION ENERGY INC,BBG000BGVW60,Equity,Common Stock,D,N/A,BBG001S5QCP3,N/A,N/A,N/A
DAL,DELTA AIR LINES INC,BBG000R7Z112,Equity,Common Stock,DAL,N/A,BBG001SPT759,N/A,N/A,N/A
DALRQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DCNAQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DD,DUPONT DE NEMOURS INC,BBG00BN961G4,Equity,Common Stock,DD,N/A,BBG00BN961H3,N/A,N/A,N/A
DDS,DILLARDS INC-CL A,BBG000BS4MP5,Equity,Common Stock,DDS,N/A,BBG001S5VNW5,N/A,N/A,N/A
DE,DEERE & CO,BBG000BH1NH9,Equity,Common Stock,DE,N/A,BBG001S5QFF7,N/A,N/A,N/A
DEC,DIVERSIFIED ENERGY CO,BBG01YJLV627,Equity,Common Stock,DEC,N/A,BBG01YJLV654,N/A,N/A,N/A
DELL,DELL TECHNOLOGIES -C,BBG00DW3SZS1,Equity,Common Stock,DELL,N/A,BBG00DW3SZT0,N/A,N/A,N/A
DF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DFS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DG,DOLLAR GENERAL CORP,BBG000NV1KK7,Equity,Common Stock,DG,N/A,BBG001T5BM30,N/A,N/A,N/A
DGX,QUEST DIAGNOSTICS INC,BBG000BN84F3,Equity,Common Stock,DGX,N/A,BBG001S9GX43,N/A,N/A,N/A
DHI,DR HORTON INC,BBG000DQTXY6,Equity,Common Stock,DHI,N/A,BBG001S8M692,N/A,N/A,N/A
DHR,DANAHER CORP,BBG000BH3JF8,Equity,Common Stock,DHR,N/A,BBG001S5QGT0,N/A,N/A,N/A
DIS,WALT DISNEY CO/THE,BBG000BH4R78,Equity,Common Stock,DIS,N/A,BBG001S5QHF3,N/A,N/A,N/A
DISCA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DISCK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DISH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DJ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DLPH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DLR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DLTR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DLX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DNB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DNR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DOV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DPHIQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DRE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DRI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DTE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DUK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DVA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DVMT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DVN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DWDP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DXC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DYNIQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EBAY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EFX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EHC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EIX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EKDKQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EMC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EMN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EMR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ENDP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ENRNQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EOG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
